Date and Time,Wind Speed,Wind Direction,Barometric Pressure,Ambient Humidity,Ambient Temperature,Solar Radiation,Rainfall,PM10 Concentration,PM25 Concentration,NO,NO2,NOX,SO2,CO,O3,PM10 AQI,PM25 AQI,NO2 Index,SO2 Index,CO Index,O3 Index,AQI Index
17/01/2024 12:00,1.2,135.2,999.6,59.4,31.4,443.6,0,21.2,8,4.6,5.5,10.1,0,0.4,0.1,20,33,5,0,3,0,33
17/01/2024 12:00,1.2,135.2,999.6,59.4,31.4,443.6,0,21.2,8,4.6,5.5,10.1,0,0.4,0.1,20,33,5,0,3,0,33
17/01/2024 11:00,1.6,120.5,1000.1,58,31.2,602,0,20.3,7.3,4.7,4.6,9.3,0,0.7,0.1,19,30,4,0,3,0,30
17/01/2024 11:00,1.6,120.5,1000.1,58,31.2,602,0,20.3,7.3,4.7,4.6,9.3,0,0.7,0.1,19,30,4,0,3,0,30
17/01/2024 10:00,1.2,131.3,1000.7,60.9,30.5,658.7,0,22.4,7.8,4.5,3.7,8.2,0,0.2,0.1,21,32,3,0,2,0,32
17/01/2024 10:00,1.2,131.3,1000.7,60.9,30.5,658.7,0,22.4,7.8,4.5,3.7,8.2,0,0.2,0.1,21,32,3,0,2,0,32
17/01/2024 09:00,1.5,127.8,1001.1,66.6,28.7,483.7,0,24.5,6.8,4.4,2.6,6.9,0,0.2,0.1,23,28,2,0,2,0,28
17/01/2024 09:00,1.5,127.8,1001.1,66.6,28.7,483.7,0,24.5,6.8,4.4,2.6,6.9,0,0.2,0.1,23,28,2,0,2,0,28
17/01/2024 08:00,1.2,135.9,1001,70.8,27.2,285.8,0,20.6,7.1,4.8,4.1,8.8,0,0.2,0.1,19,29,4,0,2,0,29
17/01/2024 08:00,1.2,135.9,1001,70.8,27.2,285.8,0,20.6,7.1,4.8,4.1,8.8,0,0.2,0.1,19,29,4,0,2,0,29
17/01/2024 07:00,0.9,138.9,1000.5,75.1,25.5,78.9,0,19.3,6.9,5.6,5.6,11.2,0,0.2,0.1,18,29,5,0,2,0,29
17/01/2024 07:00,0.9,138.9,1000.5,75.1,25.5,78.9,0,19.3,6.9,5.6,5.6,11.2,0,0.2,0.1,18,29,5,0,2,0,29
17/01/2024 06:00,0.8,137.6,999.8,76.7,24.8,0.3,0,14.4,5.5,5.6,5.2,10.7,0,0.4,0.1,13,23,5,0,2,0,23
17/01/2024 06:00,0.8,137.6,999.8,76.7,24.8,0.3,0,14.4,5.5,5.6,5.2,10.7,0,0.4,0.1,13,23,5,0,2,0,23
17/01/2024 05:00,1.1,125.9,999.3,75,25.4,0,0,13.7,4.9,5.4,4.6,10,0,0.2,0.1,13,20,4,0,2,0,20
17/01/2024 05:00,1.1,125.9,999.3,75,25.4,0,0,13.7,4.9,5.4,4.6,10,0,0.2,0.1,13,20,4,0,2,0,20
17/01/2024 04:00,1.4,113.6,999.2,75.8,25.5,0,0,14,4.9,5.4,4.5,9.9,0,0.1,0.1,13,20,4,0,2,0,20
17/01/2024 04:00,1.4,113.6,999.2,75.8,25.5,0,0,14,4.9,5.4,4.5,9.9,0,0.1,0.1,13,20,4,0,2,0,20
17/01/2024 03:00,1.1,118.7,999.4,77.3,25.5,0,0,15.1,5.3,5.8,4.7,10.4,0,0.1,0.1,14,22,4,0,2,0,22
17/01/2024 03:00,1.1,118.7,999.4,77.3,25.5,0,0,15.1,5.3,5.8,4.7,10.4,0,0.1,0.1,14,22,4,0,2,0,22
17/01/2024 02:00,1.1,92,999.9,78,25.4,0,0,16.5,5.6,6,4.7,10.6,0,0.1,0.1,15,23,4,0,3,0,23
17/01/2024 02:00,1.1,92,999.9,78,25.4,0,0,16.5,5.6,6,4.7,10.6,0,0.1,0.1,15,23,4,0,3,0,23
17/01/2024 01:00,1,118.6,1000.5,75.2,25.9,0,0,12.9,4.9,5.6,4.4,10,0,0.1,0.1,12,20,4,0,4,0,20
17/01/2024 01:00,1,118.6,1000.5,75.2,25.9,0,0,12.9,4.9,5.6,4.4,10,0,0.1,0.1,12,20,4,0,4,0,20
17/01/2024 00:00,1.1,131.8,1001.1,73.2,26.4,0,0,13.2,4.8,5.2,4.1,9.3,0,0.1,0.1,12,20,4,0,5,0,20
17/01/2024 00:00,1.1,131.8,1001.1,73.2,26.4,0,0,13.2,4.8,5.2,4.1,9.3,0,0.1,0.1,12,20,4,0,5,0,20
16/01/2024 23:00,1.1,126.4,1001.5,75.7,26.2,0,0,14.7,5,5.8,4.2,9.9,0,0.1,0.1,14,21,4,0,6,0,21
16/01/2024 23:00,1.1,126.4,1001.5,75.7,26.2,0,0,14.7,5,5.8,4.2,9.9,0,0.1,0.1,14,21,4,0,6,0,21
16/01/2024 22:00,1.9,121.1,1001.7,74.9,26.5,0,0,14,5.4,5.4,3.6,9,0,0.3,0.1,13,22,3,0,7,0,22
16/01/2024 22:00,1.9,121.1,1001.7,74.9,26.5,0,0,14,5.4,5.4,3.6,9,0,0.3,0.1,13,22,3,0,7,0,22
16/01/2024 21:00,1.8,122.9,1001.4,76.4,26.6,0,0,14.8,5.6,5.7,4,9.6,0,0.3,0.1,14,23,4,0,7,0,23
16/01/2024 21:00,1.8,122.9,1001.4,76.4,26.6,0,0,14.8,5.6,5.7,4,9.6,0,0.3,0.1,14,23,4,0,7,0,23
16/01/2024 20:00,1.7,124,1000.6,76.2,27,0,0,15.4,6.2,5.8,4.3,10.1,0,0.4,0.1,14,26,4,0,7,0,26
16/01/2024 20:00,1.7,124,1000.6,76.2,27,0,0,15.4,6.2,5.8,4.3,10.1,0,0.4,0.1,14,26,4,0,7,0,26
16/01/2024 19:00,1.4,124.1,999.7,72.3,27.5,0,0,19.2,8.4,5.8,5.5,11.3,0,0.7,0.1,18,35,5,0,7,0,35
16/01/2024 19:00,1.4,124.1,999.7,72.3,27.5,0,0,19.2,8.4,5.8,5.5,11.3,0,0.7,0.1,18,35,5,0,7,0,35
16/01/2024 18:00,2.4,98.4,999,65.5,29,25.2,0,28.3,8.9,5.3,5.6,10.9,0,0.9,0.1,26,37,5,0,6,0,37
16/01/2024 18:00,2.4,98.4,999,65.5,29,25.2,0,28.3,8.9,5.3,5.6,10.9,0,0.9,0.1,26,37,5,0,6,0,37
16/01/2024 17:00,3.3,98.3,998.1,62.7,30.2,197.4,0,19.2,5.2,4.7,3.7,8.4,0,0.7,0.1,18,21,3,0,5,0,21
16/01/2024 17:00,3.3,98.3,998.1,62.7,30.2,197.4,0,19.2,5.2,4.7,3.7,8.4,0,0.7,0.1,18,21,3,0,5,0,21
16/01/2024 16:00,3,109.9,997.4,62.5,30.8,350.5,0,12.8,3.9,4.5,2.8,7.3,0,0.7,0.1,12,16,3,0,4,0,16
16/01/2024 16:00,3,109.9,997.4,62.5,30.8,350.5,0,12.8,3.9,4.5,2.8,7.3,0,0.7,0.1,12,16,3,0,4,0,16
16/01/2024 15:00,3.9,95.9,997.5,60.8,31.5,651.7,0,15.7,4.1,4.4,2.7,7,0,0.9,0.1,15,17,2,0,3,0,17
16/01/2024 15:00,3.9,95.9,997.5,60.8,31.5,651.7,0,15.7,4.1,4.4,2.7,7,0,0.9,0.1,15,17,2,0,3,0,17
16/01/2024 14:00,2,128.7,998.2,68.9,30.5,852.6,0,9.3,4.2,4.5,2.7,7.2,0,0.2,0.1,9,17,3,0,2,0,17
16/01/2024 14:00,2,128.7,998.2,68.9,30.5,852.6,0,9.3,4.2,4.5,2.7,7.2,0,0.2,0.1,9,17,3,0,2,0,17
16/01/2024 13:00,2,122.3,999.3,73.4,28.6,746,0,9,4.6,4.6,2.9,7.5,0,0.3,0.1,8,19,3,0,2,0,19
16/01/2024 13:00,2,122.3,999.3,73.4,28.6,746,0,9,4.6,4.6,2.9,7.5,0,0.3,0.1,8,19,3,0,2,0,19
16/01/2024 12:00,2,119.2,1000.2,78,26.7,395.4,0,8.8,4.5,5,3.5,8.5,0,0.2,0.1,8,19,3,0,2,0,19
16/01/2024 12:00,2,119.2,1000.2,78,26.7,395.4,0,8.8,4.5,5,3.5,8.5,0,0.2,0.1,8,19,3,0,2,0,19
16/01/2024 11:00,1.8,119,1000.5,80.2,26,298.6,0,8.6,3.6,5,3.5,8.5,0,0.2,0.1,8,15,3,0,2,0,15
16/01/2024 11:00,1.8,119,1000.5,80.2,26,298.6,0,8.6,3.6,5,3.5,8.5,0,0.2,0.1,8,15,3,0,2,0,15
16/01/2024 10:00,1.8,125.7,1000.9,81,25.5,267.1,0,7.1,3.5,5.1,3.5,8.6,0,0.2,0.1,7,14,3,0,2,0,14
16/01/2024 10:00,1.8,125.7,1000.9,81,25.5,267.1,0,7.1,3.5,5.1,3.5,8.6,0,0.2,0.1,7,14,3,0,2,0,14
16/01/2024 09:00,1.7,129.4,1002.7,83.3,25.2,241.3,0,7,3.4,5.3,3.5,8.7,0,0.1,0.1,6,14,3,0,2,0,14
16/01/2024 09:00,1.7,129.4,1002.7,83.3,25.2,241.3,0,7,3.4,5.3,3.5,8.7,0,0.1,0.1,6,14,3,0,2,0,14
16/01/2024 08:00,1.8,130.5,1003.6,87.7,24.1,153.2,0,7.3,3.9,6,3.6,9.6,0,0.1,0.1,7,16,3,0,2,0,16
16/01/2024 08:00,1.8,130.5,1003.6,87.7,24.1,153.2,0,7.3,3.9,6,3.6,9.6,0,0.1,0.1,7,16,3,0,2,0,16
16/01/2024 07:00,1.3,137.5,1001,90.6,23.4,11.3,0.6,7.9,3.7,6.5,3.8,10.3,0,0.1,0.1,7,15,4,0,2,0,15
16/01/2024 07:00,1.3,137.5,1001,90.6,23.4,11.3,0.6,7.9,3.7,6.5,3.8,10.3,0,0.1,0.1,7,15,4,0,2,0,15
16/01/2024 06:00,1.1,132.8,1000.9,92.8,23.1,0.1,0.6,8.5,3,7.2,3.6,10.7,0,0.1,0.1,8,12,3,0,2,0,12
16/01/2024 06:00,1.1,132.8,1000.9,92.8,23.1,0.1,0.6,8.5,3,7.2,3.6,10.7,0,0.1,0.1,8,12,3,0,2,0,12
16/01/2024 05:00,0.8,140,1000.3,91.6,23.3,0,1.6,9.7,3.1,7.5,3.8,11.3,0,0.1,0.1,9,13,3,0,1,0,13
16/01/2024 05:00,0.8,140,1000.3,91.6,23.3,0,1.6,9.7,3.1,7.5,3.8,11.3,0,0.1,0.1,9,13,3,0,1,0,13
16/01/2024 04:00,0.9,128.3,1000.5,90.6,23.6,0,0.6,10.1,3.1,7.3,3.7,10.9,0,0.1,0.1,9,12,3,0,2,0,12
16/01/2024 04:00,0.9,128.3,1000.5,90.6,23.6,0,0.6,10.1,3.1,7.3,3.7,10.9,0,0.1,0.1,9,12,3,0,2,0,12
16/01/2024 03:00,1.5,120.2,1000.5,88.5,23.9,0,0,7.5,2.7,6.4,3.8,10.1,0,0.1,0.1,7,11,4,0,3,0,11
16/01/2024 03:00,1.5,120.2,1000.5,88.5,23.9,0,0,7.5,2.7,6.4,3.8,10.1,0,0.1,0.1,7,11,4,0,3,0,11
16/01/2024 02:00,1,113.4,1000.2,89.6,23.7,0,0,10,3,7.4,3.9,11.3,0,0.1,0.1,9,12,4,0,6,0,12
16/01/2024 02:00,1,113.4,1000.2,89.6,23.7,0,0,10,3,7.4,3.9,11.3,0,0.1,0.1,9,12,4,0,6,0,12
16/01/2024 01:00,0.7,143.8,1000.1,89.4,23.8,0,0,8.9,2.7,7.2,4.2,11.4,0,0.1,0.1,8,11,4,0,7,0,11
16/01/2024 01:00,0.7,143.8,1000.1,89.4,23.8,0,0,8.9,2.7,7.2,4.2,11.4,0,0.1,0.1,8,11,4,0,7,0,11
16/01/2024 00:00,0.6,141,1001.5,91.2,24,0,0.8,8.3,2.8,7.2,4.2,11.4,0,0.1,0.1,8,11,4,0,10,0,11
16/01/2024 00:00,0.6,141,1001.5,91.2,24,0,0.8,8.3,2.8,7.2,4.2,11.4,0,0.1,0.1,8,11,4,0,10,0,11
15/01/2024 23:00,1.3,124.4,1002,90.9,24.2,0,1.8,8.6,2.9,6.7,4.1,10.7,0,0.1,0.1,8,12,4,0,11,0,12
15/01/2024 23:00,1.3,124.4,1002,90.9,24.2,0,1.8,8.6,2.9,6.7,4.1,10.7,0,0.1,0.1,8,12,4,0,11,0,12
15/01/2024 22:00,0.8,136.9,1001.6,91.5,24.3,0,0.6,8.7,3.5,7.4,4.4,11.7,0,0.1,0.1,8,14,4,0,12,0,14
15/01/2024 22:00,0.8,136.9,1001.6,91.5,24.3,0,0.6,8.7,3.5,7.4,4.4,11.7,0,0.1,0.1,8,14,4,0,12,0,14
15/01/2024 21:00,1,118.9,1001,91.6,24.5,0,1.8,17.7,8.5,8.4,5.1,13.5,0,0.5,0.1,16,35,5,0,13,0,35
15/01/2024 21:00,1,118.9,1001,91.6,24.5,0,1.8,17.7,8.5,8.4,5.1,13.5,0,0.5,0.1,16,35,5,0,13,0,35
15/01/2024 20:00,0.9,112.1,1001.3,91.5,25.2,0,0.4,36.8,24.7,11.5,10.5,22,0,1.2,0.1,34,77,10,0,15,0,77
15/01/2024 20:00,0.9,112.1,1001.3,91.5,25.2,0,0.4,36.8,24.7,11.5,10.5,22,0,1.2,0.1,34,77,10,0,15,0,77
15/01/2024 19:00,0.7,208.4,1000.7,89.8,25.6,0,0,27.1,17.7,13,16.3,29.2,0,1.6,0.1,25,63,15,0,14,0,63
15/01/2024 19:00,0.7,208.4,1000.7,89.8,25.6,0,0,27.1,17.7,13,16.3,29.2,0,1.6,0.1,25,63,15,0,14,0,63
15/01/2024 18:00,1.4,211.3,999.4,90,25.3,1.4,9.4,22.2,12.3,11,15,26,0,1.2,0.1,20,49,14,0,12,0,49
15/01/2024 18:00,1.4,211.3,999.4,90,25.3,1.4,9.4,22.2,12.3,11,15,26,0,1.2,0.1,20,49,14,0,12,0,49
15/01/2024 17:00,1.4,202.5,998.1,81.3,27.4,24.4,11.6,24.5,11,7.4,12.5,19.8,0,1.9,0.1,23,43,12,0,11,0,43
15/01/2024 17:00,1.4,202.5,998.1,81.3,27.4,24.4,11.6,24.5,11,7.4,12.5,19.8,0,1.9,0.1,23,43,12,0,11,0,43
15/01/2024 16:00,1.9,281.8,997.4,68.5,30.3,175.7,0,25.2,7.9,5.4,9.8,15.1,0,1.1,0.1,23,33,9,0,8,0,33
15/01/2024 16:00,1.9,281.8,997.4,68.5,30.3,175.7,0,25.2,7.9,5.4,9.8,15.1,0,1.1,0.1,23,33,9,0,8,0,33
15/01/2024 15:00,2.1,257.3,997.2,66.5,31.2,510.4,0,24.8,7,5.3,8.8,14.1,0,0.7,0.1,23,29,8,0,7,0,29
15/01/2024 15:00,2.1,257.3,997.2,66.5,31.2,510.4,0,24.8,7,5.3,8.8,14.1,0,0.7,0.1,23,29,8,0,7,0,29
15/01/2024 14:00,1.6,259.6,997.6,71,30.1,400.4,0,24,7.9,5.3,9.5,14.8,0,0.7,0.1,22,32,9,0,7,0,32
15/01/2024 14:00,1.6,259.6,997.6,71,30.1,400.4,0,24,7.9,5.3,9.5,14.8,0,0.7,0.1,22,32,9,0,7,0,32
15/01/2024 13:00,1.5,184.9,998.3,64.1,31,257.7,1,31.9,11,4.9,6.8,11.6,0,2,0.1,29,46,6,0,6,0,46
15/01/2024 13:00,1.5,184.9,998.3,64.1,31,257.7,1,31.9,11,4.9,6.8,11.6,0,2,0.1,29,46,6,0,6,0,46
15/01/2024 12:00,1.3,116.1,999.2,57.8,32.8,642.5,0,23.4,10.5,4.9,5.3,10.2,0,0.6,0,22,43,5,0,3,0,43
15/01/2024 12:00,1.3,116.1,999.2,57.8,32.8,642.5,0,23.4,10.5,4.9,5.3,10.2,0,0.6,0,22,43,5,0,3,0,43
15/01/2024 11:00,1.8,94.2,1000.2,60.7,31.9,721.5,0,24.3,9.5,5,4.7,9.6,0,0.3,0.1,22,39,4,0,3,0,39
15/01/2024 11:00,1.8,94.2,1000.2,60.7,31.9,721.5,0,24.3,9.5,5,4.7,9.6,0,0.3,0.1,22,39,4,0,3,0,39
15/01/2024 10:00,1.6,112.7,1000.4,63.2,31.1,662,0,19.8,7.9,4.8,3.6,8.4,0,0.2,0.1,18,33,3,0,3,0,33
15/01/2024 10:00,1.6,112.7,1000.4,63.2,31.1,662,0,19.8,7.9,4.8,3.6,8.4,0,0.2,0.1,18,33,3,0,3,0,33
15/01/2024 09:00,1.6,117.4,1000.6,67.7,29.6,497,0,15.3,5.5,4.7,2.7,7.4,0,0.2,0.1,14,23,3,0,3,0,23
15/01/2024 09:00,1.6,117.4,1000.6,67.7,29.6,497,0,15.3,5.5,4.7,2.7,7.4,0,0.2,0.1,14,23,3,0,3,0,23
15/01/2024 08:00,1.3,106.8,1000.5,74.6,27.7,212.6,0,30.2,9.8,6.3,5.4,11.7,0,0.2,0.1,28,39,5,0,3,0,39
15/01/2024 08:00,1.3,106.8,1000.5,74.6,27.7,212.6,0,30.2,9.8,6.3,5.4,11.7,0,0.2,0.1,28,39,5,0,3,0,39
15/01/2024 07:00,1,96.2,1000,79.6,25.6,57.4,0,47.4,19.9,8,6.1,14.1,0,0.5,0.1,43,67,6,0,3,0,67
15/01/2024 07:00,1,96.2,1000,79.6,25.6,57.4,0,47.4,19.9,8,6.1,14.1,0,0.5,0.1,43,67,6,0,3,0,67
15/01/2024 06:00,0.8,112.2,999.5,79,25.5,0.3,0,18.3,9.4,7.1,4.3,11.3,0,0.3,0.1,17,35,4,0,2,0,35
15/01/2024 06:00,0.8,112.2,999.5,79,25.5,0.3,0,18.3,9.4,7.1,4.3,11.3,0,0.3,0.1,17,35,4,0,2,0,35
15/01/2024 05:00,0.6,138.8,999.1,79.7,25.4,0,0,11.9,5.6,7.3,4,11.3,0,0.2,0.1,11,23,4,0,2,0,23
15/01/2024 05:00,0.6,138.8,999.1,79.7,25.4,0,0,11.9,5.6,7.3,4,11.3,0,0.2,0.1,11,23,4,0,2,0,23
15/01/2024 04:00,0.6,126.3,998.9,81,25.1,0,0,11.7,5.3,7.6,3.7,11.2,0,0.1,0.1,11,22,3,0,3,0,22
15/01/2024 04:00,0.6,126.3,998.9,81,25.1,0,0,11.7,5.3,7.6,3.7,11.2,0,0.1,0.1,11,22,3,0,3,0,22
15/01/2024 03:00,1.5,78.4,998.5,79.6,25,0,0,10.8,4.9,6.7,3.8,10.5,0,0.4,0.1,10,20,4,0,3,0,20
15/01/2024 03:00,1.5,78.4,998.5,79.6,25,0,0,10.8,4.9,6.7,3.8,10.5,0,0.4,0.1,10,20,4,0,3,0,20
15/01/2024 02:00,0.8,138.7,998.5,75.2,26,0,0,11.1,4.8,6.5,4.1,10.5,0,0.1,0.1,10,20,4,0,4,0,20
15/01/2024 02:00,0.8,138.7,998.5,75.2,26,0,0,11.1,4.8,6.5,4.1,10.5,0,0.1,0.1,10,20,4,0,4,0,20
15/01/2024 01:00,0.7,141.5,999,76.5,25.7,0,0,13.7,6,6.8,3.9,10.7,0,0.1,0.1,13,25,4,0,6,0,25
15/01/2024 01:00,0.7,141.5,999,76.5,25.7,0,0,13.7,6,6.8,3.9,10.7,0,0.1,0.1,13,25,4,0,6,0,25
15/01/2024 00:00,0.8,130.9,999.7,74.9,26,0,0,18.2,8.1,6.9,4.1,10.9,0,0.1,0.1,17,33,4,0,7,0,33
15/01/2024 00:00,0.8,130.9,999.7,74.9,26,0,0,18.2,8.1,6.9,4.1,10.9,0,0.1,0.1,17,33,4,0,7,0,33
14/01/2024 23:00,0.8,124.4,1000.4,74.7,26.1,0,0,19.9,9,7.1,4.2,11.3,0,0.2,0.1,18,37,4,0,8,0,37
14/01/2024 23:00,0.8,124.4,1000.4,74.7,26.1,0,0,19.9,9,7.1,4.2,11.3,0,0.2,0.1,18,37,4,0,8,0,37
14/01/2024 22:00,0.5,150.2,1000.7,74.4,26.4,0,0,22.8,9,7.4,4.5,11.9,0,0.1,0.1,21,37,4,0,8,0,37
14/01/2024 22:00,0.5,150.2,1000.7,74.4,26.4,0,0,22.8,9,7.4,4.5,11.9,0,0.1,0.1,21,37,4,0,8,0,37
14/01/2024 21:00,0.5,157.1,1000.4,74.9,26.3,0,0,30.8,12,7.7,4.5,12.2,0,0.5,0.1,28,50,4,0,9,0,50
14/01/2024 21:00,0.5,157.1,1000.4,74.9,26.3,0,0,30.8,12,7.7,4.5,12.2,0,0.5,0.1,28,50,4,0,9,0,50
14/01/2024 20:00,1,110.2,999.9,73.2,26.8,0,0,43,22.2,7.4,5.4,12.8,0,0.7,0.1,39,72,5,0,10,0,72
14/01/2024 20:00,1,110.2,999.9,73.2,26.8,0,0,43,22.2,7.4,5.4,12.8,0,0.7,0.1,39,72,5,0,10,0,72
14/01/2024 19:00,0.8,132.1,999.3,68.9,27.6,0,0,68.9,38.8,7,7.1,14.1,0,1,0.1,58,109,7,0,9,0,109
14/01/2024 19:00,0.8,132.1,999.3,68.9,27.6,0,0,68.9,38.8,7,7.1,14.1,0,1,0.1,58,109,7,0,9,0,109
14/01/2024 18:00,1.6,102.9,998.9,62.3,28.9,18.1,0,62.1,32.4,6.1,7.7,13.7,0,1.2,0.1,52,95,7,0,8,0,95
14/01/2024 18:00,1.6,102.9,998.9,62.3,28.9,18.1,0,62.1,32.4,6.1,7.7,13.7,0,1.2,0.1,52,95,7,0,8,0,95
14/01/2024 17:00,2.7,72.4,998.4,58.1,30.5,111.2,0,42.1,17,5.1,5.7,10.8,0,0.9,0.1,39,61,5,0,7,0,61
14/01/2024 17:00,2.7,72.4,998.4,58.1,30.5,111.2,0,42.1,17,5.1,5.7,10.8,0,0.9,0.1,39,61,5,0,7,0,61
14/01/2024 16:00,2.3,81.6,997.8,59.2,31.6,204.3,0,35.6,18.5,4.7,5.2,9.9,0,0.9,0.1,33,62,5,0,6,0,62
14/01/2024 16:00,2.3,81.6,997.8,59.2,31.6,204.3,0,35.6,18.5,4.7,5.2,9.9,0,0.9,0.1,33,62,5,0,6,0,62
14/01/2024 15:00,2,61,997.8,59.7,32.2,378.4,0,26.8,10.4,4.6,4.7,9.3,0,0.5,0.1,25,43,4,0,5,0,43
14/01/2024 15:00,2,61,997.8,59.7,32.2,378.4,0,26.8,10.4,4.6,4.7,9.3,0,0.5,0.1,25,43,4,0,5,0,43
14/01/2024 14:00,2.2,67.3,998.4,63.4,31.5,481.7,0,29.9,13.6,4.6,4.8,9.4,0,0.8,0.1,28,53,4,0,5,0,53
14/01/2024 14:00,2.2,67.3,998.4,63.4,31.5,481.7,0,29.9,13.6,4.6,4.8,9.4,0,0.8,0.1,28,53,4,0,5,0,53
14/01/2024 13:00,1,129.5,999.1,62.4,31.5,443.9,0,21.5,11.3,4.7,4.2,8.8,0,0.8,0.1,20,47,4,0,4,0,47
14/01/2024 13:00,1,129.5,999.1,62.4,31.5,443.9,0,21.5,11.3,4.7,4.2,8.8,0,0.8,0.1,20,47,4,0,4,0,47
14/01/2024 12:00,1.5,118.7,1000.1,66.1,30,557.8,0,23.6,11.6,4.6,3.4,7.9,0,0.3,0.1,22,47,3,0,4,0,47
14/01/2024 12:00,1.5,118.7,1000.1,66.1,30,557.8,0,23.6,11.6,4.6,3.4,7.9,0,0.3,0.1,22,47,3,0,4,0,47
14/01/2024 11:00,1.2,129.7,1001.1,65.8,29.6,488.9,0,23.8,11.2,4.6,3,7.6,0,0.3,0.1,22,46,3,0,3,0,46
14/01/2024 11:00,1.2,129.7,1001.1,65.8,29.6,488.9,0,23.8,11.2,4.6,3,7.6,0,0.3,0.1,22,46,3,0,3,0,46
14/01/2024 10:00,1.2,125,1001.8,65.6,29.2,463.1,0,23,8.3,4.8,2.6,7.4,0,0.2,0.1,21,34,2,0,3,0,34
14/01/2024 10:00,1.2,125,1001.8,65.6,29.2,463.1,0,23,8.3,4.8,2.6,7.4,0,0.2,0.1,21,34,2,0,3,0,34
14/01/2024 09:00,1.6,107.5,1002.1,69.3,28.3,354.5,0,30.1,9.7,5,2.7,7.6,0,0.2,0.1,28,40,2,0,3,0,40
14/01/2024 09:00,1.6,107.5,1002.1,69.3,28.3,354.5,0,30.1,9.7,5,2.7,7.6,0,0.2,0.1,28,40,2,0,3,0,40
14/01/2024 08:00,1.4,81.6,1001.6,79.5,25.6,211.4,0,43.7,19.8,9,5.2,14.1,0,0.2,0.1,40,67,5,0,3,0,67
14/01/2024 08:00,1.4,81.6,1001.6,79.5,25.6,211.4,0,43.7,19.8,9,5.2,14.1,0,0.2,0.1,40,67,5,0,3,0,67
14/01/2024 07:00,1.1,88.5,1000.9,81.7,24.2,26.8,0,45.7,21.7,9.8,5,14.8,0,0.5,0.1,41,70,5,0,3,0,70
14/01/2024 07:00,1.1,88.5,1000.9,81.7,24.2,26.8,0,45.7,21.7,9.8,5,14.8,0,0.5,0.1,41,70,5,0,3,0,70
14/01/2024 06:00,0.9,101.2,1000.5,80.3,24.2,0.3,0,25.1,10,9,4.2,13.2,0,0.5,0.1,23,41,4,0,2,0,41
14/01/2024 06:00,0.9,101.2,1000.5,80.3,24.2,0.3,0,25.1,10,9,4.2,13.2,0,0.5,0.1,23,41,4,0,2,0,41
14/01/2024 05:00,1.2,149.5,1000,78,24.7,0,0,20.3,9,7.7,4.1,11.7,0,0.3,0.1,19,36,4,0,2,0,36
14/01/2024 05:00,1.2,149.5,1000,78,24.7,0,0,20.3,9,7.7,4.1,11.7,0,0.3,0.1,19,36,4,0,2,0,36
14/01/2024 04:00,0.5,137,999.6,74.3,25.5,0,0,12.2,4.4,7,3.8,10.8,0,0.1,0.1,11,18,4,0,4,0,18
14/01/2024 04:00,0.5,137,999.6,74.3,25.5,0,0,12.2,4.4,7,3.8,10.8,0,0.1,0.1,11,18,4,0,4,0,18
14/01/2024 03:00,0.5,156.7,999.5,73.6,25.9,0,0,11.8,4.5,7.2,3.9,11,0,0.1,0.1,11,19,4,0,5,0,19
14/01/2024 03:00,0.5,156.7,999.5,73.6,25.9,0,0,11.8,4.5,7.2,3.9,11,0,0.1,0.1,11,19,4,0,5,0,19
14/01/2024 02:00,0.5,156.7,1000.1,76.2,25.7,0,0,12.2,4.6,7.6,3.7,11.3,0,0.1,0.1,11,19,3,0,7,0,19
14/01/2024 02:00,0.5,156.7,1000.1,76.2,25.7,0,0,12.2,4.6,7.6,3.7,11.3,0,0.1,0.1,11,19,3,0,7,0,19
14/01/2024 01:00,0.7,120.3,1000.6,76.6,25.7,0,0,12.8,4.4,7.2,3.4,10.6,0,0.2,0.1,12,18,3,0,8,0,18
14/01/2024 01:00,0.7,120.3,1000.6,76.6,25.7,0,0,12.8,4.4,7.2,3.4,10.6,0,0.2,0.1,12,18,3,0,8,0,18
14/01/2024 00:00,1,132.3,1000.9,72.3,26.6,0,0,12.8,5.1,6.5,3.4,9.8,0,0.1,0.1,12,21,3,0,9,0,21
14/01/2024 00:00,1,132.3,1000.9,72.3,26.6,0,0,12.8,5.1,6.5,3.4,9.8,0,0.1,0.1,12,21,3,0,9,0,21
13/01/2024 23:00,1.3,124.5,1000.9,74.3,27.2,0,0,18.5,9,7,3.7,10.7,0,0.1,0.1,17,36,3,0,10,0,36
13/01/2024 23:00,1.3,124.5,1000.9,74.3,27.2,0,0,18.5,9,7,3.7,10.7,0,0.1,0.1,17,36,3,0,10,0,36
13/01/2024 22:00,0.6,145.3,1000.9,82.2,27.1,0,0,48.2,30.6,7.9,5.5,13.3,0,0.5,0.1,44,91,5,0,11,0,91
13/01/2024 22:00,0.6,145.3,1000.9,82.2,27.1,0,0,48.2,30.6,7.9,5.5,13.3,0,0.5,0.1,44,91,5,0,11,0,91
13/01/2024 21:00,0.7,153.9,1000.8,81.4,27.5,0,0,98.2,58.4,9.1,8.5,17.6,0,1.2,0.1,72,146,8,0,12,0,146
13/01/2024 21:00,0.7,153.9,1000.8,81.4,27.5,0,0,98.2,58.4,9.1,8.5,17.6,0,1.2,0.1,72,146,8,0,12,0,146
